,keywords,number_of_times_word_appeared,tf,idf,tf_idf
757,authority,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
761,smart,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
822,ICOs,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
819,secure,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
40,Manifesto,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
43,puzzle,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
808,fixed,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
806,TRANSPARENCY,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
803,capitalization,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
802,under,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
793,replace,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
49,idea,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
53,class,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
766,run,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
57,still,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
764,blockchains,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
58,IBM,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
824,algorithm,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
698,easily,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
475,cypherpunk,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
375,products,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
341,With,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
278,presently,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
331,recent,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
229,cryptographic,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
256,enable,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
377,from,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
203,bff9749,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
267,receive,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
363,card,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
367,provenance,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
333,efficiently,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
215,content,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
197,few,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
379,blocfest,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
209,Retail,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
285,human,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
279,FOR,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
312,both,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
345,investment,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
237,mined,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
221,lists,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
323,same,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
192,search,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
369,Explained,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
262,consensus,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
389,STABILITY,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
314,solving,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
202,businessinsider,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
319,referred,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
281,placed,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
346,html,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
269,cryptoassets,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
213,header,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
196,awarded,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
205,programmer,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
226,security,2,0.000111185234600845,-0.6931471805599453,-7.706773188347178e-05
770,solved,1,5.55926173004225e-05,0.0,0.0
771,exchange,1,5.55926173004225e-05,0.0,0.0
769,peers,1,5.55926173004225e-05,0.0,0.0
768,TARGET,1,5.55926173004225e-05,0.0,0.0
390,fees,1,5.55926173004225e-05,0.0,0.0
290,Hunter,1,5.55926173004225e-05,0.0,0.0
291,participants,1,5.55926173004225e-05,0.0,0.0
292,each,1,5.55926173004225e-05,0.0,0.0
762,Interest,1,5.55926173004225e-05,0.0,0.0
772,anytime,1,5.55926173004225e-05,0.0,0.0
760,BECOME,1,5.55926173004225e-05,0.0,0.0
759,Until,1,5.55926173004225e-05,0.0,0.0
59,invested,1,5.55926173004225e-05,0.0,0.0
295,USD,1,5.55926173004225e-05,0.0,0.0
756,represent,1,5.55926173004225e-05,0.0,0.0
755,estimates,1,5.55926173004225e-05,0.0,0.0
754,Nagaraj,1,5.55926173004225e-05,0.0,0.0
767,generationally,1,5.55926173004225e-05,0.0,0.0
294,predicts,1,5.55926173004225e-05,0.0,0.0
55,cointelegraph,1,5.55926173004225e-05,0.0,0.0
774,law,1,5.55926173004225e-05,0.0,0.0
46,increasing,1,5.55926173004225e-05,0.0,0.0
800,PROOF,1,5.55926173004225e-05,0.0,0.0
799,storeofvalue,1,5.55926173004225e-05,0.0,0.0
798,was,1,5.55926173004225e-05,0.0,0.0
797,investible,1,5.55926173004225e-05,0.0,0.0
796,Crashes,1,5.55926173004225e-05,0.0,0.0
795,management,1,5.55926173004225e-05,0.0,0.0
794,adds,1,5.55926173004225e-05,0.0,0.0
286,Some,1,5.55926173004225e-05,0.0,0.0
792,most,1,5.55926173004225e-05,0.0,0.0
791,free,1,5.55926173004225e-05,0.0,0.0
790,Truth,1,5.55926173004225e-05,0.0,0.0
47,progress,1,5.55926173004225e-05,0.0,0.0
287,groups,1,5.55926173004225e-05,0.0,0.0
288,promoted,1,5.55926173004225e-05,0.0,0.0
51,fingerprint,1,5.55926173004225e-05,0.0,0.0
785,WHEN,1,5.55926173004225e-05,0.0,0.0
52,means,1,5.55926173004225e-05,0.0,0.0
289,classes,1,5.55926173004225e-05,0.0,0.0
782,CONSTRUCTING,1,5.55926173004225e-05,0.0,0.0
54,Microsoft,1,5.55926173004225e-05,0.0,0.0
780,income,1,5.55926173004225e-05,0.0,0.0
779,shelf,1,5.55926173004225e-05,0.0,0.0
60,ensure,1,5.55926173004225e-05,0.0,0.0
777,SIGNIFICANCE,1,5.55926173004225e-05,0.0,0.0
776,backed,1,5.55926173004225e-05,0.0,0.0
775,when,1,5.55926173004225e-05,0.0,0.0
56,unallocated,1,5.55926173004225e-05,0.0,0.0
752,validation,1,5.55926173004225e-05,0.0,0.0
742,VERSUS,1,5.55926173004225e-05,0.0,0.0
297,Initial,1,5.55926173004225e-05,0.0,0.0
714,completion,1,5.55926173004225e-05,0.0,0.0
211,fiction,1,5.55926173004225e-05,0.0,0.0
711,overall,1,5.55926173004225e-05,0.0,0.0
710,institutions,1,5.55926173004225e-05,0.0,0.0
309,near,1,5.55926173004225e-05,0.0,0.0
75,CYPHERPUNKS,1,5.55926173004225e-05,0.0,0.0
76,consequence,1,5.55926173004225e-05,0.0,0.0
310,requires,1,5.55926173004225e-05,0.0,0.0
705,Paper,1,5.55926173004225e-05,0.0,0.0
77,cypherpunks,1,5.55926173004225e-05,0.0,0.0
703,propensity,1,5.55926173004225e-05,0.0,0.0
702,activity,1,5.55926173004225e-05,0.0,0.0
701,model,1,5.55926173004225e-05,0.0,0.0
715,algorithms,1,5.55926173004225e-05,0.0,0.0
700,movement,1,5.55926173004225e-05,0.0,0.0
313,news,1,5.55926173004225e-05,0.0,0.0
79,merchants,1,5.55926173004225e-05,0.0,0.0
80,right,1,5.55926173004225e-05,0.0,0.0
693,four,1,5.55926173004225e-05,0.0,0.0
692,TREE,1,5.55926173004225e-05,0.0,0.0
316,made,1,5.55926173004225e-05,0.0,0.0
317,world,1,5.55926173004225e-05,0.0,0.0
318,describing,1,5.55926173004225e-05,0.0,0.0
686,external,1,5.55926173004225e-05,0.0,0.0
321,Proof,1,5.55926173004225e-05,0.0,0.0
322,attempts,1,5.55926173004225e-05,0.0,0.0
683,DEFINITIONS,1,5.55926173004225e-05,0.0,0.0
681,contractual,1,5.55926173004225e-05,0.0,0.0
208,Does,1,5.55926173004225e-05,0.0,0.0
716,guess,1,5.55926173004225e-05,0.0,0.0
306,speculation,1,5.55926173004225e-05,0.0,0.0
304,FIAT,1,5.55926173004225e-05,0.0,0.0
62,removes,1,5.55926173004225e-05,0.0,0.0
748,contains,1,5.55926173004225e-05,0.0,0.0
63,One,1,5.55926173004225e-05,0.0,0.0
746,Since,1,5.55926173004225e-05,0.0,0.0
745,principal,1,5.55926173004225e-05,0.0,0.0
744,function,1,5.55926173004225e-05,0.0,0.0
743,singularity,1,5.55926173004225e-05,0.0,0.0
741,That,1,5.55926173004225e-05,0.0,0.0
64,building,1,5.55926173004225e-05,0.0,0.0
214,changing,1,5.55926173004225e-05,0.0,0.0
299,BASICS,1,5.55926173004225e-05,0.0,0.0
737,mechanism,1,5.55926173004225e-05,0.0,0.0
736,securely,1,5.55926173004225e-05,0.0,0.0
67,PGP,1,5.55926173004225e-05,0.0,0.0
734,size,1,5.55926173004225e-05,0.0,0.0
733,techniques,1,5.55926173004225e-05,0.0,0.0
732,line,1,5.55926173004225e-05,0.0,0.0
731,allows,1,5.55926173004225e-05,0.0,0.0
730,trillion,1,5.55926173004225e-05,0.0,0.0
729,tries,1,5.55926173004225e-05,0.0,0.0
728,This,1,5.55926173004225e-05,0.0,0.0
300,stablecoins,1,5.55926173004225e-05,0.0,0.0
301,successfully,1,5.55926173004225e-05,0.0,0.0
70,Andreessen,1,5.55926173004225e-05,0.0,0.0
71,unstable,1,5.55926173004225e-05,0.0,0.0
72,announces,1,5.55926173004225e-05,0.0,0.0
302,genre,1,5.55926173004225e-05,0.0,0.0
720,within,1,5.55926173004225e-05,0.0,0.0
719,Financing,1,5.55926173004225e-05,0.0,0.0
296,NAKAMOTO,1,5.55926173004225e-05,0.0,0.0
284,electronic,1,5.55926173004225e-05,0.0,0.0
812,legal,1,5.55926173004225e-05,0.0,0.0
45,Philippe,1,5.55926173004225e-05,0.0,0.0
912,offerings,1,5.55926173004225e-05,0.0,0.0
911,Hedge,1,5.55926173004225e-05,0.0,0.0
910,FEW,1,5.55926173004225e-05,0.0,0.0
250,transparency,1,5.55926173004225e-05,0.0,0.0
907,publicly,1,5.55926173004225e-05,0.0,0.0
906,natively,1,5.55926173004225e-05,0.0,0.0
251,performing,1,5.55926173004225e-05,0.0,0.0
904,CNBC,1,5.55926173004225e-05,0.0,0.0
17,Jean,1,5.55926173004225e-05,0.0,0.0
18,given,1,5.55926173004225e-05,0.0,0.0
901,vs,1,5.55926173004225e-05,0.0,0.0
253,EMPTY,1,5.55926173004225e-05,0.0,0.0
899,following,1,5.55926173004225e-05,0.0,0.0
898,renegades,1,5.55926173004225e-05,0.0,0.0
913,abandonment,1,5.55926173004225e-05,0.0,0.0
254,makes,1,5.55926173004225e-05,0.0,0.0
895,processes,1,5.55926173004225e-05,0.0,0.0
894,powered,1,5.55926173004225e-05,0.0,0.0
893,needed,1,5.55926173004225e-05,0.0,0.0
892,fundamentally,1,5.55926173004225e-05,0.0,0.0
891,BROADCAST,1,5.55926173004225e-05,0.0,0.0
19,lexicon,1,5.55926173004225e-05,0.0,0.0
20,fraudulent,1,5.55926173004225e-05,0.0,0.0
888,sufficient,1,5.55926173004225e-05,0.0,0.0
255,problem,1,5.55926173004225e-05,0.0,0.0
886,MARKET,1,5.55926173004225e-05,0.0,0.0
885,depreciating,1,5.55926173004225e-05,0.0,0.0
884,MINES,1,5.55926173004225e-05,0.0,0.0
883,CASE,1,5.55926173004225e-05,0.0,0.0
882,participate,1,5.55926173004225e-05,0.0,0.0
896,whoever,1,5.55926173004225e-05,0.0,0.0
881,owner,1,5.55926173004225e-05,0.0,0.0
914,again,1,5.55926173004225e-05,0.0,0.0
247,aspx,1,5.55926173004225e-05,0.0,0.0
947,Author,1,5.55926173004225e-05,0.0,0.0
238,difficulty,1,5.55926173004225e-05,0.0,0.0
945,Funds,1,5.55926173004225e-05,0.0,0.0
2,correspond,1,5.55926173004225e-05,0.0,0.0
943,predictable,1,5.55926173004225e-05,0.0,0.0
942,Marc,1,5.55926173004225e-05,0.0,0.0
233,rampant,1,5.55926173004225e-05,0.0,0.0
240,investing,1,5.55926173004225e-05,0.0,0.0
4,nytimes,1,5.55926173004225e-05,0.0,0.0
5,decay,1,5.55926173004225e-05,0.0,0.0
937,CRETE,1,5.55926173004225e-05,0.0,0.0
936,Store,1,5.55926173004225e-05,0.0,0.0
232,equal,1,5.55926173004225e-05,0.0,0.0
934,gets,1,5.55926173004225e-05,0.0,0.0
227,becoming,1,5.55926173004225e-05,0.0,0.0
933,overvalued,1,5.55926173004225e-05,0.0,0.0
7,longer,1,5.55926173004225e-05,0.0,0.0
930,Good,1,5.55926173004225e-05,0.0,0.0
8,signs,1,5.55926173004225e-05,0.0,0.0
9,VERTIFCATION,1,5.55926173004225e-05,0.0,0.0
243,swlh,1,5.55926173004225e-05,0.0,0.0
925,hardfork,1,5.55926173004225e-05,0.0,0.0
924,file,1,5.55926173004225e-05,0.0,0.0
245,operation,1,5.55926173004225e-05,0.0,0.0
922,Vice,1,5.55926173004225e-05,0.0,0.0
14,tzero,1,5.55926173004225e-05,0.0,0.0
228,triggers,1,5.55926173004225e-05,0.0,0.0
919,August,1,5.55926173004225e-05,0.0,0.0
918,clue,1,5.55926173004225e-05,0.0,0.0
917,emails,1,5.55926173004225e-05,0.0,0.0
231,oversight,1,5.55926173004225e-05,0.0,0.0
804,see,1,5.55926173004225e-05,0.0,0.0
880,structure,1,5.55926173004225e-05,0.0,0.0
877,storage,1,5.55926173004225e-05,0.0,0.0
271,accept,1,5.55926173004225e-05,0.0,0.0
35,trading,1,5.55926173004225e-05,0.0,0.0
272,based,1,5.55926173004225e-05,0.0,0.0
36,enter,1,5.55926173004225e-05,0.0,0.0
273,Even,1,5.55926173004225e-05,0.0,0.0
274,networks,1,5.55926173004225e-05,0.0,0.0
832,validates,1,5.55926173004225e-05,0.0,0.0
831,found,1,5.55926173004225e-05,0.0,0.0
830,Bitcoins,1,5.55926173004225e-05,0.0,0.0
37,HOW,1,5.55926173004225e-05,0.0,0.0
828,original,1,5.55926173004225e-05,0.0,0.0
827,due,1,5.55926173004225e-05,0.0,0.0
826,deemed,1,5.55926173004225e-05,0.0,0.0
38,CME,1,5.55926173004225e-05,0.0,0.0
34,execution,1,5.55926173004225e-05,0.0,0.0
275,look,1,5.55926173004225e-05,0.0,0.0
277,general,1,5.55926173004225e-05,0.0,0.0
821,applications,1,5.55926173004225e-05,0.0,0.0
820,USEFUL,1,5.55926173004225e-05,0.0,0.0
818,whereas,1,5.55926173004225e-05,0.0,0.0
816,merkle,1,5.55926173004225e-05,0.0,0.0
218,Street,1,5.55926173004225e-05,0.0,0.0
42,resisted,1,5.55926173004225e-05,0.0,0.0
813,series,1,5.55926173004225e-05,0.0,0.0
83,volatility,1,5.55926173004225e-05,0.0,0.0
810,theyre,1,5.55926173004225e-05,0.0,0.0
809,Area,1,5.55926173004225e-05,0.0,0.0
217,someone,1,5.55926173004225e-05,0.0,0.0
807,actually,1,5.55926173004225e-05,0.0,0.0
283,rapidly,1,5.55926173004225e-05,0.0,0.0
276,skeptics,1,5.55926173004225e-05,0.0,0.0
21,Use,1,5.55926173004225e-05,0.0,0.0
33,RACE,1,5.55926173004225e-05,0.0,0.0
844,computing,1,5.55926173004225e-05,0.0,0.0
22,bearing,1,5.55926173004225e-05,0.0,0.0
23,generate,1,5.55926173004225e-05,0.0,0.0
257,receives,1,5.55926173004225e-05,0.0,0.0
258,Cycling,1,5.55926173004225e-05,0.0,0.0
24,SUMMARY,1,5.55926173004225e-05,0.0,0.0
871,events,1,5.55926173004225e-05,0.0,0.0
870,controls,1,5.55926173004225e-05,0.0,0.0
25,should,1,5.55926173004225e-05,0.0,0.0
868,force,1,5.55926173004225e-05,0.0,0.0
259,accuracy,1,5.55926173004225e-05,0.0,0.0
260,internethalloffame,1,5.55926173004225e-05,0.0,0.0
865,party,1,5.55926173004225e-05,0.0,0.0
864,overvaluations,1,5.55926173004225e-05,0.0,0.0
261,suggest,1,5.55926173004225e-05,0.0,0.0
843,degree,1,5.55926173004225e-05,0.0,0.0
861,Courtois,1,5.55926173004225e-05,0.0,0.0
264,What,1,5.55926173004225e-05,0.0,0.0
222,Coinbase,1,5.55926173004225e-05,0.0,0.0
28,stored,1,5.55926173004225e-05,0.0,0.0
856,replicated,1,5.55926173004225e-05,0.0,0.0
855,Calculations,1,5.55926173004225e-05,0.0,0.0
854,earning,1,5.55926173004225e-05,0.0,0.0
853,single,1,5.55926173004225e-05,0.0,0.0
29,cnbc,1,5.55926173004225e-05,0.0,0.0
30,publicized,1,5.55926173004225e-05,0.0,0.0
850,Mining,1,5.55926173004225e-05,0.0,0.0
849,Price,1,5.55926173004225e-05,0.0,0.0
32,anyone,1,5.55926173004225e-05,0.0,0.0
266,working,1,5.55926173004225e-05,0.0,0.0
846,Services,1,5.55926173004225e-05,0.0,0.0
223,shiny,1,5.55926173004225e-05,0.0,0.0
679,TECHNICAL,1,5.55926173004225e-05,0.0,0.0
670,obtains,1,5.55926173004225e-05,0.0,0.0
677,asp4,1,5.55926173004225e-05,0.0,0.0
493,organize,1,5.55926173004225e-05,0.0,0.0
492,cloud,1,5.55926173004225e-05,0.0,0.0
491,historical,1,5.55926173004225e-05,0.0,0.0
489,ideas,1,5.55926173004225e-05,0.0,0.0
488,consumers,1,5.55926173004225e-05,0.0,0.0
487,activism,1,5.55926173004225e-05,0.0,0.0
152,everyone,1,5.55926173004225e-05,0.0,0.0
368,include,1,5.55926173004225e-05,0.0,0.0
484,adjusted,1,5.55926173004225e-05,0.0,0.0
483,f764dee962a1,1,5.55926173004225e-05,0.0,0.0
482,without,1,5.55926173004225e-05,0.0,0.0
481,wwe,1,5.55926173004225e-05,0.0,0.0
370,wherein,1,5.55926173004225e-05,0.0,0.0
154,Cryptoassets,1,5.55926173004225e-05,0.0,0.0
149,viewer,1,5.55926173004225e-05,0.0,0.0
477,Security,1,5.55926173004225e-05,0.0,0.0
949,recorded,1,5.55926173004225e-05,0.0,0.0
155,First,1,5.55926173004225e-05,0.0,0.0
156,encoding,1,5.55926173004225e-05,0.0,0.0
472,high,1,5.55926173004225e-05,0.0,0.0
471,becomes,1,5.55926173004225e-05,0.0,0.0
470,intrinsically,1,5.55926173004225e-05,0.0,0.0
371,perishable,1,5.55926173004225e-05,0.0,0.0
468,Pretty,1,5.55926173004225e-05,0.0,0.0
467,innovation,1,5.55926173004225e-05,0.0,0.0
466,Executive,1,5.55926173004225e-05,0.0,0.0
372,construct,1,5.55926173004225e-05,0.0,0.0
464,capitalists,1,5.55926173004225e-05,0.0,0.0
463,compete,1,5.55926173004225e-05,0.0,0.0
462,rather,1,5.55926173004225e-05,0.0,0.0
476,also,1,5.55926173004225e-05,0.0,0.0
461,vLookupPDFs,1,5.55926173004225e-05,0.0,0.0
495,proportional,1,5.55926173004225e-05,0.0,0.0
190,Then,1,5.55926173004225e-05,0.0,0.0
528,MINERS,1,5.55926173004225e-05,0.0,0.0
527,accounts,1,5.55926173004225e-05,0.0,0.0
526,worthless,1,5.55926173004225e-05,0.0,0.0
142,milk,1,5.55926173004225e-05,0.0,0.0
524,grp307,1,5.55926173004225e-05,0.0,0.0
523,SECURITY,1,5.55926173004225e-05,0.0,0.0
362,itself,1,5.55926173004225e-05,0.0,0.0
521,processed,1,5.55926173004225e-05,0.0,0.0
144,significant,1,5.55926173004225e-05,0.0,0.0
518,mysterious,1,5.55926173004225e-05,0.0,0.0
517,companies,1,5.55926173004225e-05,0.0,0.0
516,hashing,1,5.55926173004225e-05,0.0,0.0
515,you,1,5.55926173004225e-05,0.0,0.0
514,previous,1,5.55926173004225e-05,0.0,0.0
496,say,1,5.55926173004225e-05,0.0,0.0
513,relationship,1,5.55926173004225e-05,0.0,0.0
511,permissioned,1,5.55926173004225e-05,0.0,0.0
510,enormous,1,5.55926173004225e-05,0.0,0.0
191,Treasury,1,5.55926173004225e-05,0.0,0.0
508,platforms,1,5.55926173004225e-05,0.0,0.0
507,Because,1,5.55926173004225e-05,0.0,0.0
145,alters,1,5.55926173004225e-05,0.0,0.0
505,unidentified,1,5.55926173004225e-05,0.0,0.0
146,FROM,1,5.55926173004225e-05,0.0,0.0
147,necessary,1,5.55926173004225e-05,0.0,0.0
502,underlying,1,5.55926173004225e-05,0.0,0.0
501,shift,1,5.55926173004225e-05,0.0,0.0
365,exciting,1,5.55926173004225e-05,0.0,0.0
148,extremely,1,5.55926173004225e-05,0.0,0.0
498,Currencies,1,5.55926173004225e-05,0.0,0.0
512,cannot,1,5.55926173004225e-05,0.0,0.0
141,MERKLE,1,5.55926173004225e-05,0.0,0.0
460,Privacy,1,5.55926173004225e-05,0.0,0.0
458,Coindesk,1,5.55926173004225e-05,0.0,0.0
420,basics,1,5.55926173004225e-05,0.0,0.0
171,Entrepreneur,1,5.55926173004225e-05,0.0,0.0
172,BORN,1,5.55926173004225e-05,0.0,0.0
174,VERIFICATION,1,5.55926173004225e-05,0.0,0.0
382,Trust,1,5.55926173004225e-05,0.0,0.0
176,CONSTRUCTION,1,5.55926173004225e-05,0.0,0.0
383,repeating,1,5.55926173004225e-05,0.0,0.0
413,sale,1,5.55926173004225e-05,0.0,0.0
412,finding,1,5.55926173004225e-05,0.0,0.0
178,fool,1,5.55926173004225e-05,0.0,0.0
410,string,1,5.55926173004225e-05,0.0,0.0
409,Will,1,5.55926173004225e-05,0.0,0.0
408,futures,1,5.55926173004225e-05,0.0,0.0
179,Those,1,5.55926173004225e-05,0.0,0.0
169,fiat,1,5.55926173004225e-05,0.0,0.0
406,nakamotoinstitute,1,5.55926173004225e-05,0.0,0.0
384,Zimme,1,5.55926173004225e-05,0.0,0.0
403,providing,1,5.55926173004225e-05,0.0,0.0
385,Gold,1,5.55926173004225e-05,0.0,0.0
401,CRYPTOCURRENCY,1,5.55926173004225e-05,0.0,0.0
400,stabilized,1,5.55926173004225e-05,0.0,0.0
399,agility,1,5.55926173004225e-05,0.0,0.0
183,philip,1,5.55926173004225e-05,0.0,0.0
397,inductees,1,5.55926173004225e-05,0.0,0.0
396,debate,1,5.55926173004225e-05,0.0,0.0
386,Cash,1,5.55926173004225e-05,0.0,0.0
387,launching,1,5.55926173004225e-05,0.0,0.0
388,Clearly,1,5.55926173004225e-05,0.0,0.0
185,utilized,1,5.55926173004225e-05,0.0,0.0
186,PoW,1,5.55926173004225e-05,0.0,0.0
405,methods,1,5.55926173004225e-05,0.0,0.0
159,multitude,1,5.55926173004225e-05,0.0,0.0
422,amounts,1,5.55926173004225e-05,0.0,0.0
424,significance,1,5.55926173004225e-05,0.0,0.0
457,developers,1,5.55926173004225e-05,0.0,0.0
189,Various,1,5.55926173004225e-05,0.0,0.0
455,crowdfundinsider,1,5.55926173004225e-05,0.0,0.0
454,solves,1,5.55926173004225e-05,0.0,0.0
453,blogs,1,5.55926173004225e-05,0.0,0.0
188,balances,1,5.55926173004225e-05,0.0,0.0
451,together,1,5.55926173004225e-05,0.0,0.0
450,big,1,5.55926173004225e-05,0.0,0.0
161,Retailers,1,5.55926173004225e-05,0.0,0.0
448,metals,1,5.55926173004225e-05,0.0,0.0
447,By,1,5.55926173004225e-05,0.0,0.0
446,agents,1,5.55926173004225e-05,0.0,0.0
444,White,1,5.55926173004225e-05,0.0,0.0
443,task,1,5.55926173004225e-05,0.0,0.0
423,obtained,1,5.55926173004225e-05,0.0,0.0
442,nodes,1,5.55926173004225e-05,0.0,0.0
440,conducted,1,5.55926173004225e-05,0.0,0.0
439,relative,1,5.55926173004225e-05,0.0,0.0
376,transferred,1,5.55926173004225e-05,0.0,0.0
437,being,1,5.55926173004225e-05,0.0,0.0
435,BLURRED,1,5.55926173004225e-05,0.0,0.0
378,Research,1,5.55926173004225e-05,0.0,0.0
165,Merkle,1,5.55926173004225e-05,0.0,0.0
431,creator,1,5.55926173004225e-05,0.0,0.0
380,TRADITIONAL,1,5.55926173004225e-05,0.0,0.0
429,payments,1,5.55926173004225e-05,0.0,0.0
428,DO,1,5.55926173004225e-05,0.0,0.0
427,SATOSHI,1,5.55926173004225e-05,0.0,0.0
426,subsequent,1,5.55926173004225e-05,0.0,0.0
381,technologyreview,1,5.55926173004225e-05,0.0,0.0
441,poor,1,5.55926173004225e-05,0.0,0.0
530,Journal,1,5.55926173004225e-05,0.0,0.0
531,guaranteed,1,5.55926173004225e-05,0.0,0.0
361,manifesto,1,5.55926173004225e-05,0.0,0.0
96,scheme,1,5.55926173004225e-05,0.0,0.0
637,encode,1,5.55926173004225e-05,0.0,0.0
636,hashed,1,5.55926173004225e-05,0.0,0.0
335,PERFORMED,1,5.55926173004225e-05,0.0,0.0
336,trade,1,5.55926173004225e-05,0.0,0.0
633,protocols,1,5.55926173004225e-05,0.0,0.0
632,science,1,5.55926173004225e-05,0.0,0.0
631,relies,1,5.55926173004225e-05,0.0,0.0
337,chained,1,5.55926173004225e-05,0.0,0.0
628,microsoft,1,5.55926173004225e-05,0.0,0.0
100,determine,1,5.55926173004225e-05,0.0,0.0
102,Bay,1,5.55926173004225e-05,0.0,0.0
103,American,1,5.55926173004225e-05,0.0,0.0
624,wrote,1,5.55926173004225e-05,0.0,0.0
639,determining,1,5.55926173004225e-05,0.0,0.0
339,approval,1,5.55926173004225e-05,0.0,0.0
340,correctly,1,5.55926173004225e-05,0.0,0.0
619,signature,1,5.55926173004225e-05,0.0,0.0
106,solutions,1,5.55926173004225e-05,0.0,0.0
342,around,1,5.55926173004225e-05,0.0,0.0
109,Institutional,1,5.55926173004225e-05,0.0,0.0
201,Venture,1,5.55926173004225e-05,0.0,0.0
614,perpetual,1,5.55926173004225e-05,0.0,0.0
200,letters,1,5.55926173004225e-05,0.0,0.0
112,name,1,5.55926173004225e-05,0.0,0.0
611,types,1,5.55926173004225e-05,0.0,0.0
113,LINES,1,5.55926173004225e-05,0.0,0.0
609,through,1,5.55926173004225e-05,0.0,0.0
608,dealbook,1,5.55926173004225e-05,0.0,0.0
116,dramatic,1,5.55926173004225e-05,0.0,0.0
622,illicit,1,5.55926173004225e-05,0.0,0.0
605,independent,1,5.55926173004225e-05,0.0,0.0
640,Term,1,5.55926173004225e-05,0.0,0.0
334,controlling,1,5.55926173004225e-05,0.0,0.0
676,Blockchains,1,5.55926173004225e-05,0.0,0.0
84,lot,1,5.55926173004225e-05,0.0,0.0
674,Trade,1,5.55926173004225e-05,0.0,0.0
325,MONEY,1,5.55926173004225e-05,0.0,0.0
86,clever,1,5.55926173004225e-05,0.0,0.0
326,mathematically,1,5.55926173004225e-05,0.0,0.0
669,expanding,1,5.55926173004225e-05,0.0,0.0
327,meaning,1,5.55926173004225e-05,0.0,0.0
91,birth,1,5.55926173004225e-05,0.0,0.0
666,bunch,1,5.55926173004225e-05,0.0,0.0
328,testing,1,5.55926173004225e-05,0.0,0.0
664,tracking,1,5.55926173004225e-05,0.0,0.0
663,Blocks,1,5.55926173004225e-05,0.0,0.0
662,shareable,1,5.55926173004225e-05,0.0,0.0
